1517726,来宾,0
1355754,贺州,0-1
1380787,南宁,0
1380787,南宁,15-29
1380787,南宁,35-44
1380787,南宁,0-9
1351752,南宁,0
1351752,南宁,1000-1499
1351752,南宁,0-9
1351752,南宁,7000-7499
1351752,南宁,9
1355751,南宁,01
1355751,南宁,16-33
1355751,南宁,4
1355751,南宁,60-64
1355751,南宁,75-89
1597825,南宁,0-2
1597825,南宁,3000-3499
